RegionName,CountryName,State,City,PostalCode,WarehouseAddress,WarehouseName,EmployeeName,EmployeeEmail,EmployeePhone,EmployeeHireDate,EmployeeJobTitle,CategoryName,ProductName,ProductDescription,ProductStandardCost,Profit,ProductListPrice,CustomerName,CustomerAddress,CustomerCreditLimit,CustomerEmail,CustomerPhone,Status,OrderDate,OrderItemQuantity,PerUnitPrice,TotalItemQuantity,SalesOrderID,SalesOrderDate,SalesOrderStatus,SalesAmount
Annaton,Jersey,Alabama,Jacquelinemouth,50851,"637 Suarez Mission
East Crystalmouth, DC 07555",Conley-Delgado,Thomas Gibson,nathan56@collins-alexander.com,001-736-248-9342x362,2023-07-11,Risk manager,Appliances,Cabinet,Single you get who anyone.,250.74,39.74,1170.31,Emily Burns,"1167 Hill Point Suite 747
New Ryanburgh, IA 22886",2205.31,martinezadam@ortiz.com,9160928489,Delivered,2023-08-26,2,1086.74,39,963b3c85-9fac-4420-843e-f2980629c650,2024-01-19,Pending,2173.48
New Karen,Cambodia,Alaska,Steeleton,12217,"7869 Thomas Locks Apt. 673
Patelchester, AL 05238",Ramirez Group,Rebecca Wallace,morrislindsey@sanchez.org,3249871247,2020-11-12,Freight forwarder,Electronics,Refrigerator,Hundred short plan though wonder.,257.52,183.81,248.0,Kimberly Miller,"PSC 3089, Box 0804
APO AA 20051",3538.46,anna04@yahoo.com,483-949-7146x473,Delivered,2023-01-13,10,94.3,31,f3c458a9-5ba3-444e-81d7-96f169fc692a,2022-12-25,Completed,943.0
Kylefort,Northern Mariana Islands,Kansas,North Brenda,97855,"467 Ryan Ranch Suite 725
Williamsburgh, SC 02829",Arias-Scott,Crystal Cannon,brandon14@walker.com,487-791-6666,2024-01-15,"Programmer, multimedia",Furniture,Sofa,Spend bill position study wear me.,541.87,456.79,42.8,Cassie Hoover,"9540 Quinn Route Suite 461
New Daniel, CT 53871",10013.73,xgraham@hotmail.com,985.026.3798,Shipped,2023-10-01,1,639.1,91,ae393304-e638-4050-8674-c3aa4b6e993b,2023-01-12,Returned,639.1
Port Alexandria,French Southern Territories,Massachusetts,Allenville,38196,"366 Ashley Circle Apt. 618
Port Thomasfurt, TN 19447","Brady, Gonzales and Hendricks",Jose Robinson,nicholas08@hotmail.com,+1-554-654-5179x096,2024-06-11,Writer,Furniture,Doll,Line seven actually quickly.,216.74,462.94,1344.99,Taylor Wilson,"0936 William Manors Apt. 229
Port Calebland, AR 27688",2523.48,jclark@yahoo.com,174-780-5287,Processing,2024-02-21,8,1395.56,27,42996a6f-6ef1-442d-82e3-a65467334c31,2022-12-01,Completed,11164.48
South Richardview,Hungary,Kansas,East Brian,79281,"820 White Mountain Suite 427
Josetown, MA 81255","Martinez, Sullivan and Bird",Darren Mejia,fstevens@willis-smith.net,641.689.1829x4860,2023-11-16,Field seismologist,Clothing,Smartphone,Watch chance stuff a section customer.,848.03,372.83,613.37,Heather Griffin,"922 Krista Turnpike
Brandiberg, MI 59098",6496.94,sueherring@hotmail.com,001-069-503-5674x174,Processing,2023-02-26,15,45.57,40,08d2b700-7825-49f2-a751-7aeb94b15a39,2023-09-27,Pending,683.55
Francisburgh,Canada,New Hampshire,Lake Amanda,46156,"176 Amy Court Suite 657
West Crystalstad, SC 08336",Moore-Kaiser,Kathryn Bond,keithsmith@lucero-cruz.com,736-313-3125,2020-06-23,Environmental consultant,Electronics,Jacket,Strategy still allow half be remain necessary.,697.26,471.8,972.23,John Wiley,"80585 Ewing Corners
East Sean, KY 68940",10709.48,doughertyedward@yahoo.com,721-865-6662x429,Cancelled,2023-10-19,7,542.04,69,547acb29-2d6c-4e34-a700-ddda61444c08,2024-01-12,Completed,3794.2799999999997
East Christopherborough,New Zealand,New York,Lake Mary,11472,"71508 Sanchez Center
Markfort, ME 14115",Aguilar-Holt,Jeffrey Chavez,jacobswilliam@barton.com,001-586-972-1940x85777,2020-05-30,"Administrator, education",Clothing,Refrigerator,Medical social exactly item common ahead service.,289.04,471.87,342.66,Mia Davis,"5123 Moore Glen Apt. 440
Port Veronica, TN 22150",17757.02,morselynn@yahoo.com,809-654-5214x99517,Delivered,2023-05-11,4,493.49,99,afcf7285-8ff4-4289-adc0-feea72d85cce,2023-12-27,Pending,1973.96
Lake Melanieside,Norfolk Island,West Virginia,Lake Ericborough,42782,"2548 Charles Unions
Port Laura, AK 11233",Calhoun-Jacobs,Danielle Callahan,tamarabarajas@yahoo.com,879.714.1513x44302,2019-09-05,"Research officer, political party",Toys,Air Conditioner,Forget growth discuss. Story last early bill.,310.46,351.91,237.16,Kathleen Payne,"84303 Hill Ferry
Carpenterside, RI 25245",12043.84,thomas17@lopez.info,+1-620-690-0427x35844,Processing,2024-07-08,15,134.35,95,895a6508-1881-4876-b48e-d014f645568f,2023-09-09,Returned,2015.25
Port Sandraborough,Sierra Leone,Virginia,East Shariberg,53575,"69690 Samuel Brook Suite 879
New Josechester, KY 75448","White, Flynn and Gonzalez",Mark Jones,barnesjoseph@gmail.com,+1-674-337-7298x140,2020-05-09,Financial controller,Appliances,Tablet,Always early public like teach knowledge wind.,791.59,120.74,1058.66,Devin Woods,"0238 Michael Road Suite 081
Brownview, VT 57300",19273.75,navarrojack@hammond.net,2078793121,Delivered,2023-02-18,14,1392.05,16,0d892de7-12c0-4a24-b9a5-ae3aef5d0a12,2023-12-14,Pending,19488.7
East Adam,Honduras,California,Rachelburgh,61823,"54318 Jason Rue
East Cynthia, AR 54692","White, Smith and King",Douglas Montgomery,nguerrero@gmail.com,+1-830-107-6742x92883,2020-12-13,Medical physicist,Clothing,Sofa,Draw finally small fast.,971.99,286.81,1450.29,Melanie Williams,"3698 Dawn Grove Apt. 456
Port Lisafurt, CO 29531",16637.57,kevinlambert@nguyen.info,702.214.0325,Delivered,2022-08-01,8,946.79,11,cbe1cc4d-fedf-409a-b678-bcc2421284f9,2023-05-01,Pending,7574.32
Patrickbury,Venezuela,Kansas,New Richard,63538,"9422 Soto Inlet
Kimberlymouth, GA 27148",Fleming LLC,Tiffany Williams,gardnerbecky@perez.org,(408)334-8833,2021-09-24,Textile designer,Toys,Smartphone,Form second record partner gun expert.,169.71,14.59,209.61,Lisa Shannon,"615 Barker Estate
New Joshuaton, MD 83577",5246.21,richardjohnson@yahoo.com,(147)723-2677,Cancelled,2023-07-02,2,652.91,35,d57c72c6-727a-41f4-b999-690f8a0b7cf2,2024-06-12,Pending,1305.82
Smithborough,Grenada,Arkansas,West Jonathan,32213,"4437 Mcknight Camp
Carrillomouth, PA 82920","Martinez, Hunter and Perkins",Amanda Williams,hilleric@molina-lawrence.info,370.296.9932x6449,2022-12-10,"Scientist, physiological",Toys,Bed,Decade tell as ten next.,616.39,198.13,930.37,Janet Kelly,"7266 Rodriguez Plaza Apt. 956
Margaretchester, IL 44512",11813.83,kaitlynbeasley@diaz.com,+1-165-894-0008x568,Cancelled,2023-09-08,20,44.36,39,fa03fae9-728a-420e-b633-5ecb3888ffa0,2022-07-19,Pending,887.2
South Briannafort,Rwanda,Massachusetts,Harrellmouth,28729,"09292 Robles Ford
East Olivia, MD 66227","Caldwell, Pratt and Smith",Jennifer Wells,carrillobobby@anderson-richardson.com,675.849.9184x7512,2023-09-14,Drilling engineer,Toys,Puzzle,Science official particularly move.,536.73,186.58,456.01,Maurice Johnson,"87152 Elizabeth Villages Suite 798
Beasleyfurt, ND 69497",17092.54,patrick10@hall.org,(454)675-7875,Processing,2023-03-03,5,1486.09,70,f8d2f46a-1505-4c9f-9caf-1081c942899f,2023-03-01,Returned,7430.45
New Jamesland,Northern Mariana Islands,Oklahoma,Krystalmouth,30794,"504 Andre Dale
Ballside, NV 51520",Neal LLC,Matthew Brown,lance95@rivera.org,075.336.8910x806,2024-01-03,Accommodation manager,Furniture,Shirt,Hand require these type foreign citizen.,380.72,209.99,1035.66,Kendra Lawrence MD,"320 Martin Motorway Suite 382
Stefaniebury, IN 85211",7921.15,qjohnson@yahoo.com,001-275-515-7253x8443,Processing,2023-11-02,5,1102.87,81,7ee237ce-3ad1-4544-92c9-e2e8cba10ead,2023-03-29,Completed,5514.349999999999
Nicholasville,Latvia,Wisconsin,South Brianbury,00744,"4176 Michael Pines
West Dustinburgh, OH 01976",Bowers Inc,Kimberly Browning,tcastillo@burgess.com,440.840.8753,2020-03-16,Games developer,Furniture,Cabinet,Detail fire change.,106.94,249.84,765.05,Luis Dean,"1562 Mathew Streets Suite 071
Tonitown, ND 88740",19342.03,kylegarcia@yahoo.com,+1-987-346-2052,Cancelled,2023-10-02,13,825.75,90,717a2e31-1aed-4777-af80-0c23ad5408a1,2024-02-14,Returned,10734.75
Martinezmouth,Moldova,Georgia,Webbmouth,34988,"769 Christopher Center
North Juanview, UT 68303","Wilson, Raymond and Williams",Paul Thompson,lauradominguez@martinez-russo.net,090.966.8158x8073,2022-12-07,"Sound technician, broadcasting/film/video",Furniture,Board Game,Kid usually artist break never central.,489.53,382.81,1171.69,Christopher Escobar,"4728 Skinner Cape
Lake Kelseyton, MA 71438",9004.83,jeanne45@hotmail.com,001-325-844-2000,Processing,2023-10-27,5,48.11,64,7475a672-db53-4434-96f4-dda39434969d,2023-01-11,Completed,240.55
Mirandachester,Sao Tome and Principe,South Dakota,Kennethview,68507,"99506 Washington Fort Apt. 293
South Manueltown, MN 77867","Goodwin, Webb and Rogers",Sean Mercer,pmccarthy@yahoo.com,(096)770-6180x7690,2019-11-28,Financial adviser,Furniture,Action Figure,Bag care air yard condition page dark huge.,876.97,112.55,445.1,Pamela Smith,"69051 Matthew Light
East Beth, AZ 47544",4525.98,wilsonjames@russell.com,(117)386-8021x056,Shipped,2024-07-09,20,432.19,85,f432606e-8d4a-4700-88bb-58b61b234ec8,2022-12-07,Returned,8643.8
Bensonberg,Zambia,South Dakota,Simpsonburgh,34670,"65027 Frank Hollow
New Jeffreyburgh, TX 82339",Bishop-Dunn,Robert Perkins,kdavis@gmail.com,+1-883-805-3941x849,2023-01-14,"Radiographer, therapeutic",Clothing,Headphones,Decision my both event for.,389.65,247.3,951.32,Joseph Fleming,"68289 Lee Light
Port Jason, PA 89626",16281.12,sarah40@hotmail.com,001-184-615-1099x8632,Processing,2023-05-15,13,408.66,39,78982c41-1fcf-4777-b0a3-29924a066b26,2023-06-30,Completed,5312.58
Thomasside,Malaysia,Wisconsin,West Mary,06640,"7204 Richards Island Apt. 570
Hernandezburgh, OR 24897",Beck LLC,Jorge Salazar,sfranklin@yahoo.com,(452)667-9800x16431,2021-08-17,"Designer, graphic",Appliances,Sofa,Hear measure source significant put whom drive.,999.77,459.89,1376.4,Jennifer Bailey,"116 Mayer Spring Suite 647
New Ryan, NE 40074",11798.46,jeffreyhenry@yahoo.com,001-506-621-9240x818,Processing,2023-06-28,9,600.12,71,27c897d7-ed9d-48d3-9cd9-93da69775c17,2023-06-02,Completed,5401.08
Harringtonborough,Iraq,Washington,East Holly,48499,"57429 Rice Run Apt. 913
Kevinshire, MO 77510","Barnes, Perry and Garrison",Shane Benson,daltoncurtis@brown-salazar.com,282-852-4049x1156,2023-05-02,Metallurgist,Appliances,Action Figure,Machine must western paper.,954.05,362.75,209.54,Sandra Hernandez,"70193 Ruiz Mills
Lambertberg, DC 56139",5069.07,curtistracy@simmons.net,283.359.9932x09435,Cancelled,2024-04-18,14,1359.63,49,4dad9ff3-7c33-42db-9000-81f46f24d627,2022-08-26,Returned,19034.82
West Scott,Zimbabwe,Connecticut,Woodsbury,33004,"USCGC Berry
FPO AE 36493",Wise-Webb,John Wilcox,rklein@parker.com,+1-412-208-7441x087,2022-07-10,Financial manager,Electronics,Puzzle,Color fine shake since defense.,842.73,325.13,1096.93,Stacy Caldwell,"USCGC Snyder
FPO AA 45488",13119.19,craigjames@smith-mathis.org,+1-290-315-8864x86869,Cancelled,2024-06-21,15,593.3,28,973fa15a-3e09-4ff4-a2db-3d68b0289bbd,2023-09-30,Pending,8899.5
Port Claudiafurt,Uganda,Mississippi,Petersonborough,83621,"644 Morton Lodge Apt. 348
Thomasshire, LA 07353","Anderson, Spencer and Bean",Dr. Christian Fuentes,marythomas@gmail.com,(999)151-5312,2021-05-23,Community development worker,Furniture,Dress,Dinner fall crime stand shoulder.,35.95,432.5,955.73,Mrs. Lori Hernandez,"231 Anderson Summit Apt. 445
Tracymouth, CO 58098",14453.23,petersjohn@yahoo.com,+1-011-519-9295x06913,Shipped,2024-05-29,5,599.17,90,071947ce-3c2d-445d-a61d-b1b624113a00,2024-01-29,Pending,2995.85
East Adam,Venezuela,Texas,Danielfort,65001,"6222 Brown Cliff Suite 071
East Derekstad, AK 28309",Guerra Group,Anne Wiley,jsanders@yahoo.com,2203689757,2020-11-28,"Therapist, art",Furniture,Smartwatch,Religious north other radio week really specific.,557.81,73.56,477.12,Melissa Gonzales,"29950 Kerri Light Apt. 383
Port Kathryn, SC 78829",7137.42,vdawson@bentley.org,638.226.1629x0050,Processing,2024-05-23,7,1354.56,33,08a7c8e5-d8ff-47ab-967c-ab9e52a599fd,2023-03-31,Returned,9481.92
Christinestad,Peru,Alaska,Sellersville,14872,"USS Howell
FPO AP 64376","Burnett, Johnson and Shelton",Matthew Eaton,andersonlacey@lewis.net,+1-112-728-0595x1925,2022-03-12,"Runner, broadcasting/film/video",Appliances,Chair,Occur take traditional offer.,760.44,458.92,1344.48,Martin Mendoza,"7612 Russell Passage Suite 535
Daniellebury, AK 13346",19796.0,timothy81@gmail.com,(705)154-2889,Processing,2022-07-30,17,1061.03,54,c89cb93f-d280-484d-ad94-7b7c9d6b0f2c,2024-05-04,Pending,18037.51
Singhmouth,Lebanon,Illinois,West Emilystad,89799,"0321 Darrell Gateway
Coreymouth, AR 33456","Adams, Harvey and Lawrence",Marc Rowland,olewis@gmail.com,1242567629,2024-05-28,"Surveyor, rural practice",Appliances,Lego Set,Theory medical image.,372.81,470.75,1345.72,Jeffrey Burke,"65795 Stacy Overpass
Tabithaborough, HI 52291",11866.78,shannon00@yahoo.com,(055)048-5012x12853,Delivered,2023-01-06,20,1091.12,81,d55a8a2a-9512-4cf4-8e2c-f5e461cf101e,2023-05-11,Completed,21822.399999999998
Glovermouth,Ukraine,Nebraska,Rodriguezstad,99138,"32474 Wyatt Circle
Aliciamouth, NM 40617",Rodriguez-Hart,Thomas Mccann,andrewmays@martinez-nunez.com,001-236-808-7695x834,2022-03-07,"Engineer, technical sales",Appliances,Refrigerator,Whom only power leave whatever whole your.,853.72,44.29,208.37,Fernando Patel,"PSC 6934, Box 2617
APO AP 14972",12586.5,john18@yahoo.com,543-103-7867x775,Processing,2023-01-23,10,800.84,48,56a5e10f-19e0-49dd-a956-9b7e515d175c,2022-09-20,Pending,8008.400000000001
Leahberg,Isle of Man,Indiana,Michellebury,22884,"31313 Lee Forks
Brittanyland, TN 63237",Brown LLC,John Thompson,richard93@woods.net,869.015.4171x177,2020-06-26,Retail banker,Electronics,Air Conditioner,Hundred listen music find. Camera what teacher.,401.35,282.54,492.67,Michael Hernandez,"91429 Lane Ford
Loganfurt, NE 98349",14901.67,abell@yahoo.com,001-168-261-4175x1960,Delivered,2024-04-15,8,749.8,74,d03f3155-f8e1-4198-b32e-fb19c0108ee6,2022-11-05,Pending,5998.4
New Dustin,Somalia,Arkansas,South Jeffreychester,28083,"41106 Christopher Spurs Apt. 027
Ashleychester, NE 98863",Jennings-Jackson,Jessica Davis,denise28@gmail.com,6637270070,2024-05-14,Newspaper journalist,Appliances,Headphones,Yard sure set heart series.,536.8,476.77,1074.03,Terry Shaw,"34486 Timothy Forest
Victoriaport, DC 03184",5935.32,katelynwalters@young.com,+1-550-337-4662x1868,Shipped,2023-06-18,15,304.84,39,dfe41350-2d96-4d75-b9a0-546a09044390,2024-06-03,Returned,4572.599999999999
New Christinashire,American Samoa,Indiana,Lake Cathyport,53087,"146 Kimberly Crossroad Suite 902
Hartmanville, IA 47457","Stewart, Phillips and Mccormick",Bobby Greene,kpennington@graham.org,543.743.6635x8849,2020-01-05,"Therapist, nutritional",Clothing,Bed,Reduce crime land.,604.28,8.59,291.76,Christopher Graham,"4062 Andrew Hill Apt. 987
Lake Rachelbury, HI 12001",8762.57,vthompson@yahoo.com,(778)189-8679,Cancelled,2022-10-04,20,775.42,43,da2e0a6c-a939-42d5-b1c0-4656ddd903c4,2022-07-11,Completed,15508.4
Port Jenniferhaven,Sri Lanka,Louisiana,Fosterland,36712,"PSC 0180, Box 8571
APO AA 74998",Wallace LLC,Nicholas Howard,jennifermarsh@wood.com,319-624-9141,2020-03-11,Archivist,Electronics,Refrigerator,Station response able result above heart company.,637.89,271.56,819.92,Nancy Johnston,"07172 Hansen Wall Suite 286
Jillport, IA 30125",13862.3,summerlambert@hotmail.com,+1-465-763-4331x609,Cancelled,2024-05-23,10,210.7,48,3b92568b-a103-437a-a008-0c002e9703d5,2023-10-05,Completed,2107.0
Port Bryce,Cote d'Ivoire,Arizona,Lyonsland,13839,"5611 Carr Ridges Suite 334
Hallberg, SD 56286",Scott-Waters,Larry Stanley,myerslaura@thompson.org,+1-533-725-8638x392,2022-08-20,Health physicist,Toys,Shirt,Air one whose road standard.,183.75,205.73,1441.53,James Mclean,"3797 Cannon Manor Suite 593
Thomaston, UT 04623",13407.57,ohernandez@strong-miller.com,112-938-6164x865,Cancelled,2022-12-29,19,413.35,74,5dd8b8b6-ed56-45ee-b630-5ebeb9ea310c,2024-03-08,Pending,7853.650000000001
Woodsland,United Arab Emirates,California,Lake Miguel,90826,"492 Kevin Wells
East Andrewmouth, MD 20639",Johnson Inc,Renee Wright,robinsonlinda@sutton-smith.com,001-528-624-9026x671,2019-11-15,Energy engineer,Appliances,Lego Set,American particularly sign a thus.,503.71,303.16,746.61,Jessica Colon,"9283 Stewart Ports Apt. 377
Davisstad, UT 24130",17841.82,charlesevans@garcia.info,8742466031,Delivered,2024-07-07,15,962.2,48,4e6f9a2a-cb2e-43fe-8dcd-83f84069cc7a,2023-02-26,Completed,14433.0
Andrewfort,Nigeria,North Dakota,New Ashleyville,74204,"08591 Stone Lights
East Nicholasfort, IN 72939","Villa, Zimmerman and Martinez",Lauren Rangel,deborah93@ross-rogers.info,001-577-404-2135x3471,2021-09-21,Graphic designer,Electronics,Microwave,Good Mrs discover role everybody enter.,68.97,401.49,358.13,Russell Wells,"99970 Gardner Light
East Laura, UT 02301",8557.99,colleenboyd@herrera.com,442-689-8404x925,Delivered,2022-11-15,19,1400.6,50,10672d89-76e6-42a9-bcad-2ab1a903012d,2023-08-28,Returned,26611.399999999998
Garrettfurt,Indonesia,Indiana,West Crystalshire,93563,"USS Cruz
FPO AE 81969",Roberts Group,Edward Williams,james66@yahoo.com,9486269839,2022-10-29,Fitness centre manager,Electronics,Board Game,Great hear power box popular.,918.17,88.49,73.93,Sherry Williams,"7584 Roberts Cape Suite 134
West Cameronside, WV 31484",12581.15,susanmiller@friedman-lyons.com,329.913.6764x861,Delivered,2024-02-26,6,1473.12,62,b6ceec94-098d-407c-8076-36ecb462b3b5,2023-10-13,Returned,8838.72
South Timothy,Egypt,Illinois,Port Kristy,25573,"966 Wagner Lodge Apt. 529
East Michellefurt, NC 16945",Garcia Inc,Pamela Jackson,sayers@gmail.com,(747)722-2564,2021-02-27,Chief Marketing Officer,Electronics,Toaster,Treatment employee friend management service.,581.22,474.26,245.81,Cynthia Brown,"3023 Matthew Square Apt. 432
Jonestown, VA 66522",740.87,averyedwin@yahoo.com,+1-675-845-7931x8348,Shipped,2022-10-11,5,200.51,21,f37ab927-0958-453b-9863-bb93dd9cec9a,2024-02-19,Returned,1002.55
New Colleenchester,Saint Martin,Connecticut,Thomasburgh,69550,"27080 Gomez Path Suite 072
New Taylorbury, VT 12769","Nichols, Mata and Coleman",Diane Johnson,aaronvang@love.com,001-554-736-3331x283,2020-06-19,Chartered legal executive (England and Wales),Toys,Bed,Evening free seat prevent deep.,322.17,185.5,411.38,Tamara King,"055 Williams Fords
Loveberg, CO 31742",17212.24,omccarty@hotmail.com,479.630.7553,Shipped,2023-04-11,7,636.89,70,bc6b0f3c-f3b2-42cc-8162-33c9c138fbce,2023-05-31,Pending,4458.23
Griffinfort,Djibouti,Washington,Lake Todd,17568,"44956 Robert Creek Apt. 539
Millerberg, AR 54280","Elliott, Weeks and Anderson",Misty Alexander,seanrussell@hotmail.com,001-271-535-1698,2024-02-18,Cabin crew,Toys,Microwave,Three end interest wrong executive.,430.11,87.86,206.42,Michael Chavez,"PSC 9565, Box 8048
APO AP 88822",12929.94,iolson@gmail.com,3139000306,Cancelled,2024-02-16,12,654.29,27,cc2c2cf6-e520-4bc3-8d02-02cfe66b8eab,2023-08-04,Completed,7851.48
Port Ellenland,United States Minor Outlying Islands,Georgia,North Cynthia,85421,"918 Jasmin Freeway Apt. 369
Tamaratown, OK 95553","Harrison, Allen and Hoffman",Samuel Williams,charlesvasquez@bryant.com,+1-324-987-6276x7599,2021-08-12,"Administrator, local government",Toys,Bed,Night sell week claim hand create degree.,550.76,433.91,1304.47,Christopher Curtis,"29852 Greg Crescent Apt. 647
North Barry, MD 28317",19595.13,paige21@yahoo.com,2194236960,Cancelled,2023-06-10,8,142.33,14,520a508b-fbb7-4033-89ac-95c27f17fda2,2024-06-03,Completed,1138.64
Willisfort,Ukraine,West Virginia,Morganport,55026,"804 Emily Glen
Brianafurt, SD 28763",Bradshaw-Thomas,Kristy King,lesterpamela@malone.info,620-297-3544x87564,2020-03-13,Proofreader,Appliances,Table,Head able keep listen class north.,842.7,468.38,578.62,Eric Young MD,"37262 Stephanie Knoll Apt. 316
South James, NY 97031",12600.14,tarapatterson@gmail.com,389-679-7532,Delivered,2022-10-08,12,954.7,71,627ab1e7-211f-4e31-885f-5ae99257d7ad,2024-04-14,Completed,11456.400000000001
East Linda,Indonesia,Virginia,Lake Brandonview,88706,"81041 Fuller Stravenue
Ashleyfort, OR 78880",Preston PLC,Paula Wright,michael90@gmail.com,2058114862,2020-12-28,Human resources officer,Electronics,Puzzle,Radio town bank.,992.32,211.66,1341.39,Crystal Sweeney,"98730 Edwards Mountains
Ruthfurt, VA 41822",10196.33,ccombs@hotmail.com,757.326.2271,Shipped,2024-04-16,12,976.99,29,7be5465e-aa9f-4cee-90f1-53dc8d525c20,2023-07-03,Returned,11723.880000000001
West Rachel,Myanmar,Colorado,Williamfurt,29996,"1309 Raymond Meadow
South Martin, MI 88413",David-Johnston,Jeffrey Roberts,cuevaseric@johnston.com,662.331.9231,2024-02-09,Exercise physiologist,Toys,Refrigerator,Age drug million seat fast wish with.,779.91,120.02,1427.62,Victoria Malone,"4778 Paula Union Apt. 582
Richardfurt, MO 43354",16877.59,greenthomas@stewart.com,310-274-7932x74597,Cancelled,2023-12-23,7,1280.01,31,fe6fea89-1b96-43e8-8757-ca05493f7aef,2023-12-14,Returned,8960.07
Lake Joseph,Serbia,South Carolina,Laceyton,64296,"061 Duffy Haven
Fergusonborough, OK 50943","Wallace, Baker and Miller",Ryan Jarvis,hrodriguez@morales.com,+1-784-094-4784x8265,2022-06-29,Trade union research officer,Toys,Laptop,Course hour our unit.,283.97,427.89,1239.73,Joshua Wilson,"1559 Marissa Extension
North Maxwell, OK 93208",1807.1,eroberts@woods-nichols.info,953-421-3203x791,Delivered,2024-03-05,4,468.65,66,a71ed622-ae74-4716-a000-068dc0dfb84e,2023-06-20,Returned,1874.6
